data	dostawca	iloϾ	rok	cena				
04.03.2023	392-78-93	37	2023	776				
04.03.2023	968-49-97	10	2023	776				
04.03.2023	749-02-70	69	2023	776				
11.03.2023	180-17-78	5	2023	776				
16.03.2023	513-33-14	14	2023	776				
17.03.2023	910-38-33	11	2023	776				
19.03.2023	799-94-72	26	2023	776				
19.03.2023	970-87-50	1	2023	776				
22.03.2023	299-98-16	16	2023	776				
24.03.2023	737-62-05	11	2023	776				
24.03.2023	178-24-36	11	2023	776				
31.03.2023	392-78-93	21	2023	776				
04.04.2023	847-48-41	14	2023	776				
06.04.2023	609-57-46	6	2023	776				
08.04.2023	392-78-93	39	2023	776				
08.04.2023	995-59-41	42	2023	776				
12.04.2023	178-24-36	47	2023	776				
13.04.2023	322-66-15	16	2023	776				
15.04.2023	322-66-15	12	2023	776				
16.04.2023	413-93-89	40	2023	776				
18.04.2023	294-48-56	41	2023	776				
22.04.2023	941-01-60	25	2023	776				
22.04.2023	847-48-41	24	2023	776				
27.04.2023	080-51-85	14	2023	776				
27.04.2023	594-18-15	36	2023	776				
28.04.2023	910-38-33	20	2023	776				
03.05.2023	447-16-72	4	2023	776				
06.05.2023	392-78-93	21	2023	776				
08.05.2023	904-16-42	13	2023	776				
08.05.2023	254-14-00	49	2023	776				
09.05.2023	916-94-78	15	2023	776				
12.05.2023	337-27-67	38	2023	776				
15.05.2023	884-31-58	12	2023	776				
16.05.2023	799-94-72	17	2023	776				
18.05.2023	968-49-97	16	2023	776				
20.05.2023	513-33-14	14	2023	776				
26.05.2023	178-24-36	40	2023	776				
26.05.2023	941-01-60	10	2023	776				
27.05.2023	178-24-36	16	2023	776				
28.05.2023	799-94-72	32	2023	776				
29.05.2023	351-83-41	16	2023	776				
30.05.2023	884-31-58	19	2023	776				
31.05.2023	995-59-41	19	2023	776				
31.05.2023	033-49-11	23	2023	776				
01.06.2023	904-16-42	13	2023	776				
02.06.2023	692-61-16	12	2023	776				
04.06.2023	951-02-59	10	2023	776				
06.06.2023	473-30-19	9	2023	776				
09.06.2023	495-93-92	35	2023	776				
13.06.2023	968-49-97	15	2023	776				
17.06.2023	192-09-72	1	2023	776				
18.06.2023	799-94-72	24	2023	776				
18.06.2023	916-94-78	27	2023	776				
20.06.2023	904-16-42	16	2023	776				
21.06.2023	904-16-42	71	2023	776				
21.06.2023	014-02-05	13	2023	776				
22.06.2023	534-94-49	90	2023	776				
25.06.2023	847-48-41	10	2023	776				
26.06.2023	527-15-00	57	2023	776				
26.06.2023	269-65-16	59	2023	776				
28.06.2023	314-76-34	11	2023	776				
29.06.2023	995-59-41	36	2023	776				
30.06.2023	885-74-10	15	2023	776				
01.07.2023	964-69-89	7	2023	776				
02.07.2023	884-31-58	65	2023	776				
04.07.2023	847-48-41	40	2023	776				
06.07.2023	620-15-33	63	2023	776				
07.07.2023	254-14-00	44	2023	776				
11.07.2023	495-93-92	91	2023	776				
12.07.2023	904-16-42	73	2023	776				
13.07.2023	043-34-53	18	2023	776				
17.07.2023	692-61-16	19	2023	776				
18.07.2023	413-93-89	37	2023	776				
19.07.2023	178-24-36	48	2023	776				
19.07.2023	916-94-78	92	2023	776				
21.07.2023	413-93-89	44	2023	776				
22.07.2023	885-74-10	44	2023	776				
24.07.2023	761-06-34	39	2023	776				
29.07.2023	413-93-89	28	2023	776				
29.07.2023	395-19-63	4	2023	776				
01.08.2023	647-41-13	6	2023	776				
01.08.2023	244-64-83	9	2023	776				
02.08.2023	916-94-78	17	2023	776				
03.08.2023	941-01-60	45	2023	776				
04.08.2023	773-39-15	56	2023	776				
08.08.2023	692-61-16	46	2023	776				
09.08.2023	609-57-46	15	2023	776				
10.08.2023	885-74-10	13	2023	776				
11.08.2023	910-38-33	15	2023	776				
11.08.2023	885-74-10	13	2023	776				
13.08.2023	507-22-76	11	2023	776				
13.08.2023	941-01-60	13	2023	776				
14.08.2023	941-01-60	30	2023	776				
16.08.2023	269-65-16	73	2023	776				
18.08.2023	322-66-15	35	2023	776				
18.08.2023	799-94-72	43	2023	776				
21.08.2023	847-48-41	47	2023	776				
24.08.2023	254-14-00	38	2023	776				
27.08.2023	749-02-70	14	2023	776				
30.08.2023	799-94-72	11	2023	776				
04.09.2023	692-61-16	15	2023	776				
05.09.2023	995-59-41	10	2023	776				
07.09.2023	865-19-31	2	2023	776				
07.09.2023	804-82-65	19	2023	776				
08.09.2023	531-65-00	18	2023	776				
11.09.2023	995-59-41	33	2023	776				
12.09.2023	561-00-46	1	2023	776				
13.09.2023	413-93-89	43	2023	776				
14.09.2023	080-51-85	25	2023	776				
16.09.2023	799-94-72	22	2023	776				
16.09.2023	761-06-34	47	2023	776				
16.09.2023	648-00-20	1	2023	776				
17.09.2023	058-15-94	14	2023	776				
18.09.2023	847-48-41	13	2023	776				
23.09.2023	240-56-56	18	2023	776				
25.09.2023	847-48-41	26	2023	776				
26.09.2023	885-74-10	30	2023	776				
28.09.2023	392-78-93	45	2023	776				
30.09.2023	594-18-15	30	2023	776				
01.10.2023	692-61-16	98	2023	776				
02.10.2023	507-22-76	11	2023	776				
02.10.2023	885-74-10	57	2023	776				
02.10.2023	371-70-96	16	2023	776				
05.10.2023	963-43-52	5	2023	776				
08.10.2023	178-24-36	43	2023	776				
09.10.2023	513-33-14	18	2023	776				
09.10.2023	178-24-36	38	2023	776				
10.10.2023	982-09-19	16	2023	776				
10.10.2023	378-70-08	85	2023	776				
10.10.2023	410-52-79	37	2023	776				
13.10.2023	910-38-33	69	2023	776				
14.10.2023	254-14-00	30	2023	776				
17.10.2023	178-24-36	49	2023	776				
20.10.2023	033-49-11	10	2023	776				
24.10.2023	495-93-92	18	2023	776				
24.10.2023	885-74-10	13	2023	776				
25.10.2023	163-92-64	9	2023	776				
27.10.2023	392-78-93	24	2023	776				
01.11.2023	178-24-36	16	2023	776				
03.11.2023	322-66-15	17	2023	776				
03.11.2023	982-37-73	11	2023	776				
04.11.2023	910-38-33	52	2023	776				
07.11.2023	950-40-82	56	2023	776				
08.11.2023	753-35-55	6	2023	776				
08.11.2023	322-66-15	17	2023	776				
09.11.2023	178-24-36	39	2023	776				
10.11.2023	513-33-14	68	2023	776				
10.11.2023	904-16-42	16	2023	776				
11.11.2023	904-16-42	18	2023	776				
12.11.2023	178-24-36	17	2023	776				
13.11.2023	254-14-00	38	2023	776				
15.11.2023	851-69-49	12	2023	776				
17.11.2023	378-70-08	11	2023	776				
19.11.2023	254-14-00	11	2023	776				
19.11.2023	513-33-14	31	2023	776				
20.11.2023	885-74-10	13	2023	776				
20.11.2023	749-02-70	21	2023	776				
21.11.2023	847-48-41	30	2023	776				
21.11.2023	269-65-16	32	2023	776				
24.11.2023	958-71-87	4	2023	776				
25.11.2023	392-78-93	23	2023	776				
26.11.2023	692-61-16	16	2023	776				
27.11.2023	374-01-18	4	2023	776				
30.11.2023	910-38-33	96	2023	776				
03.12.2023	179-23-02	94	2023	776				
03.12.2023	884-31-58	21	2023	776				
05.12.2023	254-14-00	12	2023	776				
05.12.2023	410-52-79	19	2023	776				
06.12.2023	192-09-72	16	2023	776				
06.12.2023	337-27-67	33	2023	776				
08.12.2023	513-33-14	75	2023	776				
09.12.2023	340-11-17	10	2023	776				
10.12.2023	916-94-78	93	2023	776				
11.12.2023	392-78-93	14	2023	776				
12.12.2023	507-22-76	19	2023	776				
14.12.2023	413-93-89	48	2023	776				
16.12.2023	885-74-10	43	2023	776				
17.12.2023	178-24-36	36	2023	776				
17.12.2023	799-94-72	27	2023	776				
19.12.2023	413-93-89	28	2023	776				
20.12.2023	322-66-15	98	2023	776				
21.12.2023	178-24-36	48	2023	776				
22.12.2023	319-54-24	3	2023	776				
24.12.2023	392-78-93	33	2023	776				
25.12.2023	885-74-10	15	2023	776				
26.12.2023	254-14-00	46	2023	776				
27.12.2023	270-90-07	8	2023	776				
27.12.2023	904-16-42	17	2023	776				
29.12.2023	080-51-85	16	2023	776				
30.12.2023	881-78-83	14	2023	776				
